Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
20,3,1314.68,4,2,3,9
414,3,726.34,1,2,2,5
34,16,3713.59,3,4,4,11
509,8,2862.4,1,4,4,9
74,3,787.52,3,2,2,7
24,5,828.91,4,3,2,9
52,12,2453.65,3,4,4,11
275,6,1186.18,2,3,3,8
434,2,789.6,1,2,2,5
165,5,469.58,2,3,2,7
7,11,1811.47,4,4,3,11
88,4,544.3,3,3,2,8
417,3,337.0,1,2,2,5
64,11,4320.02,3,4,4,11
25,3,331.0,4,2,2,8
10,2,300.83,4,2,1,7
76,1,769.29,3,1,2,6
660,3,428.23,1,2,2,5
16,1,220.62,4,1,1,6
192,1,139.35,2,1,1,4
174,3,379.4,2,2,2,6
77,7,2137.68,3,3,3,9
538,1,134.36,1,1,1,3
577,2,209.4,1,2,1,4
33,4,492.2,3,3,2,8
380,2,303.7,2,2,1,5
430,2,179.16000000000003,1,2,1,4
47,3,1524.31,3,2,3,8
541,1,385.56,1,1,2,4
73,9,2110.12,3,4,3,10
297,1,826.53,2,1,2,5
3,3,684.41,4,2,2,8
9,7,2293.47,4,3,4,11
50,23,6695.28,3,4,4,11
161,3,86.12,2,2,1,5
360,13,2491.7400000000002,2,4,4,10
5,10,835.96,4,4,2,10
383,1,1237.23,1,1,3,5
620,2,266.5,1,2,1,4
107,13,3597.89,2,4,4,10
25,1,484.38,4,1,2,7
32,1,777.6,3,1,2,6
20,2,90.30000000000001,4,2,1,7
572,1,152.76,1,1,1,3
630,1,248.8,1,1,1,3
297,1,363.7,2,1,2,5
372,6,2100.0,2,3,3,8
22,6,1819.02,4,3,3,10
728,1,-33.9,1,1,1,3
5,4,874.59,4,3,3,10
630,1,-134.86,1,1,1,3
52,10,3216.3,3,4,4,11
30,1,101.69999999999999,3,1,1,5
277,1,162.7,2,1,1,4
61,6,938.27,3,3,3,9
25,4,556.26,4,3,2,9
186,8,2465.92,2,4,4,10
415,3,1148.01,1,2,3,6
436,2,433.36,1,2,2,5
2,39,11760.54,4,4,4,12
446,2,308.14,1,2,1,4
2,54,23350.74,4,4,4,12
172,2,717.21,2,2,2,6
81,2,1272.44,3,2,3,8
4,1,244.41,4,1,1,6
190,4,2012.0,2,3,3,8
668,1,48.349999999999994,1,1,1,3
22,12,2263.58,4,4,4,12
18,5,8756.64,4,3,4,11
19,5,1026.94,4,3,3,10
642,1,635.9,1,1,2,4
5,3,1001.59,4,2,3,9
107,2,539.02,2,2,2,6
641,1,23.35,1,1,1,3
541,3,399.62,1,2,2,5
3,10,3732.01,4,4,4,12
414,1,226.70000000000002,1,1,1,3
735,2,419.78,1,2,2,5
54,2,257.32,3,2,1,6
583,2,277.80999999999995,1,2,1,4
520,6,110.3,1,3,1,5
165,2,689.82,2,2,2,6
291,7,3837.36,2,3,4,9
546,1,111.71,1,1,1,3
599,1,30.15,1,1,1,3
10,37,13159.64,4,4,4,12
109,29,9169.32,2,4,4,10
96,7,2237.12,3,3,4,10
243,2,475.02000000000004,2,2,2,6
163,36,16555.87,2,4,4,10
3,18,2407.17,4,4,4,12
35,10,285.89,3,4,1,8
67,24,7610.2300000000005,3,4,4,11
24,2,281.85,4,2,1,7
1,47,13718.960000000001,4,4,4,12
397,1,185.20000000000002,1,1,1,3
21,10,3010.73,4,4,4,12
6,2,511.12,4,2,2,8
477,1,223.85999999999999,1,1,1,3
54,7,4412.56,3,3,4,10
569,1,87.8,1,1,1,3
364,5,700.45,2,3,2,7
15,6,614.01,4,3,2,9
194,2,865.6,2,2,3,7
428,2,1020.9000000000001,1,2,3,6
3,5,1455.23,4,3,3,10
9,31,6841.82,4,4,4,12
3,17,4025.05,4,4,4,12
127,4,999.7,2,3,3,8
74,4,648.41,3,3,2,8
71,3,1301.78,3,2,3,8
682,1,-10.49,1,1,1,3
410,5,513.1700000000001,1,3,2,6
667,1,380.0,1,1,2,4
626,1,156.6,1,1,1,3
365,2,233.85,2,2,1,5
729,1,-5.0,1,1,1,3
155,2,70.44,2,2,1,5
113,1,313.62,2,1,1,4
374,2,531.4,2,2,2,6
80,7,3085.4700000000003,3,3,4,10
594,2,341.59,1,2,2,5
249,3,1462.78,2,2,3,7
232,1,225.15,2,1,1,4
386,4,1361.28,1,3,3,7
71,4,612.36,3,3,2,8
381,3,563.6,2,2,2,6
69,1,213.5,3,1,1,5
4,34,7624.46,4,4,4,12
51,9,1051.24,3,4,3,10
75,1,181.09,3,1,1,5
61,5,1810.18,3,3,3,9
16,4,579.63,4,3,2,9
4,1,90.04,4,1,1,6
277,2,140.7,2,2,1,5
386,1,172.8,1,1,1,3
4,16,2093.56,4,4,3,11
41,3,684.25,3,2,2,7
31,5,711.63,3,3,2,8
75,2,482.47,3,2,2,7
548,3,326.25,1,2,2,5
724,1,60.48,1,1,1,3
404,2,357.66,1,2,2,5
18,29,5375.18,4,4,4,12
454,2,1288.72,1,2,3,6
15,9,5450.96,4,4,4,12
219,1,75.66,2,1,1,4
186,7,1776.63,2,3,3,8
33,10,3243.48,3,4,4,11
70,1,618.59,3,1,2,6
183,3,1179.79,2,2,3,7
569,2,264.5,1,2,1,4
15,2,500.42,4,2,2,8
236,1,151.85,2,1,1,4
31,6,2630.64,3,3,4,10
254,5,1916.53,2,3,3,8
4,6,1758.93,4,3,3,10
52,4,813.48,3,3,2,8
542,2,205.6,1,2,1,4
246,5,1002.49,2,3,3,8
81,2,810.5699999999999,3,2,2,7
275,6,1651.08,2,3,3,8
1,20,4379.65,4,4,4,12
79,1,322.8,3,1,1,5
30,8,2313.09,3,4,4,11
74,2,417.73,3,2,2,7
407,2,104.30000000000001,1,2,1,4
482,8,1867.02,1,4,3,8
486,2,406.4,1,2,2,5
17,7,2878.15,4,3,4,11
223,10,1363.1,2,4,3,9
407,1,473.0,1,1,2,4
438,4,3802.04,1,3,4,8
32,5,1124.59,3,3,3,9
23,16,2426.28,4,4,4,12
25,5,1659.85,4,3,3,10
398,1,179.4,1,1,1,3
106,2,554.5,2,2,2,6
5,5,1051.46,4,3,3,10
246,3,915.5600000000001,2,2,3,7
178,2,833.78,2,2,2,6
736,1,160.39,1,1,1,3
444,2,675.05,1,2,2,5
170,4,541.9,2,3,2,7
39,4,653.0,3,3,2,8
520,1,306.58000000000004,1,1,1,3
72,7,1916.11,3,3,3,9
587,1,136.2,1,1,1,3
54,24,17312.83,3,4,4,11
16,3,1166.92,4,2,3,9
141,9,1705.17,2,4,3,9
18,14,6513.27,4,4,4,12
22,44,16307.72,4,4,4,12
10,4,933.62,4,3,3,10
368,9,696.72,2,4,2,8
189,1,39.12,2,1,1,4
16,8,1422.35,4,4,3,11
540,5,842.1800000000001,1,3,2,6
394,1,163.8,1,1,1,3
729,1,165.0,1,1,1,3
569,1,109.2,1,1,1,3
362,1,135.39999999999998,2,1,1,4
19,2,225.94,4,2,1,7
68,2,570.13,3,2,2,7
15,13,862.42,4,4,3,11
24,5,226.14000000000001,4,3,1,8
17,33,7786.66,4,4,4,12
28,3,1692.27,3,2,3,8
2,23,8093.59,4,4,4,12
679,1,188.83,1,1,1,3
55,2,319.61,3,2,1,6
442,2,608.86,1,2,2,5
34,7,2328.5,3,3,4,10
393,3,849.77,1,2,3,6
3,17,3013.83,4,4,4,12
366,3,793.06,2,2,2,6
43,3,821.45,3,2,2,7
73,7,1921.84,3,3,3,9
5,5,1028.0,4,3,3,10
529,2,309.35,1,2,1,4
4,65,141502.25,4,4,4,12
61,2,324.24,3,2,1,6
47,18,5051.57,3,4,4,11
391,1,157.63,1,1,1,3
1,4,1260.86,4,3,3,10
76,3,303.26,3,2,1,6
44,5,336.08,3,3,2,8
418,2,178.83,1,2,1,4
256,4,1914.6999999999998,2,3,3,8
69,5,1199.46,3,3,3,9
723,1,98.30000000000001,1,1,1,3
562,2,193.15,1,2,1,4
135,4,657.9000000000001,2,3,2,7
241,1,112.75,2,1,1,4
227,2,1998.0,2,2,3,7
380,8,964.9,2,4,3,9
9,31,9084.06,4,4,4,12
9,34,9614.59,4,4,4,12
415,5,1100.8799999999999,1,3,3,7
731,1,-15.0,1,1,1,3
618,2,695.66,1,2,2,5
1,61,42653.141,4,4,4,12
37,3,531.35,3,2,2,7
400,4,551.11,1,3,2,6
46,1,656.63,3,1,2,6
85,14,9087.460000000001,3,4,4,11
19,23,6336.34,4,4,4,12
3,10,2751.48,4,4,4,12
9,13,4266.99,4,4,4,12
19,41,14380.54,4,4,4,12
219,7,1254.71,2,3,3,8
78,2,625.52,3,2,2,7
267,4,1568.2800000000002,2,3,3,8
9,20,6309.96,4,4,4,12
369,5,3647.53,2,3,4,9
15,17,3828.55,4,4,4,12
26,4,593.43,3,3,2,8
262,1,292.47,2,1,1,4
17,26,8967.83,4,4,4,12
91,4,1301.63,3,3,3,9
405,1,147.35,1,1,1,3
302,16,1870.71,2,4,3,9
26,7,2088.41,3,3,3,9
364,4,1437.42,2,3,3,8
46,4,1054.67,3,3,3,9
36,26,7076.28,3,4,4,11
52,4,702.79,3,3,2,8
648,1,174.05,1,1,1,3
32,9,3966.79,3,4,4,11
530,1,259.68,1,1,1,3
52,3,650.51,3,2,2,7
79,22,5632.01,3,4,4,11
506,8,2904.51,1,4,4,9
53,2,835.1999999999999,3,2,2,7
298,1,3.75,2,1,1,4
172,4,772.23,2,3,2,7
395,1,236.81,1,1,1,3
625,1,173.06,1,1,1,3
47,15,2387.71,3,4,4,11
29,15,4207.01,3,4,4,11
11,7,1304.76,4,3,3,10
87,18,7170.7,3,4,4,11
5,46,18031.85,4,4,4,12
25,4,826.96,4,3,2,9
18,15,3632.29,4,4,4,12
591,2,4387.08,1,2,4,7
45,5,623.93,3,3,2,8
31,1,1764.72,3,1,3,7
373,1,415.0,2,1,2,5
58,1,223.92000000000002,3,1,1,5
372,35,56560.58,2,4,4,10
114,10,2882.03,2,4,4,10
215,9,1287.42,2,4,3,9
319,2,270.48,2,2,1,5
65,1,369.34000000000003,3,1,2,6
8,4,772.84,4,3,2,9
430,1,228.0,1,1,1,3
97,1,316.62,2,1,1,4
20,3,1501.38,4,2,3,9
185,3,947.75,2,2,3,7
4,18,2758.25,4,4,4,12
294,2,454.75,2,2,2,6
273,2,1145.6,2,2,3,7
31,16,7971.8,3,4,4,11
48,14,1647.07,3,4,3,10
260,4,1141.75,2,3,3,8
58,11,1900.03,3,4,3,10
33,10,3967.6,3,4,4,11
417,5,2785.6,1,3,4,8
57,3,421.24,3,2,2,7
68,9,1587.85,3,4,3,10
10,17,2975.29,4,4,4,12
60,2,619.85,3,2,2,7
80,6,1277.01,3,3,3,9
74,2,245.94,3,2,1,6
2,62,32981.61,4,4,4,12
100,3,605.55,2,2,2,6
365,3,901.05,2,2,3,7
10,50,10348.960000000001,4,4,4,12
437,1,391.95,1,1,2,4
20,5,896.53,4,3,3,10
410,1,533.78,1,1,2,4
394,1,51.839999999999996,1,1,1,3
398,4,1035.43,1,3,3,7
123,5,1950.3,2,3,3,8
8,1,80.8,4,1,1,6
4,8,1520.1200000000001,4,4,3,11
29,18,3946.12,3,4,4,11
282,5,623.46,2,3,2,7
57,1,243.84,3,1,1,5
1,17,2069.71,4,4,3,11
365,5,2465.19,2,3,4,9
89,1,305.62,3,1,1,5
393,9,1786.77,1,4,3,8
554,4,837.56,1,3,2,6
432,3,491.03000000000003,1,2,2,5
11,1,1201.49,4,1,3,8
163,5,867.83,2,3,3,8
679,2,582.61,1,2,2,5
65,1,332.3,3,1,2,6
23,3,536.99,4,2,2,8
174,5,1097.24,2,3,3,8
103,4,801.49,2,3,2,7
143,8,2064.88,2,4,3,9
99,2,288.42,2,2,1,5
23,10,1725.48,4,4,3,11
192,4,786.14,2,3,2,7
5,2,547.07,4,2,2,8
361,5,2216.8,2,3,4,9
8,10,1692.98,4,4,3,11
14,37,12491.210000000001,4,4,4,12
454,2,410.97,1,2,2,5
103,4,417.06,2,3,2,7
3,18,2594.55,4,4,4,12
11,13,3317.97,4,4,4,12
465,2,182.59,1,2,1,4
96,1,497.61,3,1,2,6
382,1,113.35,1,1,1,3
664,3,144.84,1,2,1,4
227,8,2253.14,2,4,4,10
16,3,686.24,4,2,2,8
39,5,1826.89,3,3,3,9
51,1,341.7,3,1,2,6
393,5,392.13,1,3,2,6
93,2,128.5,3,2,1,6
157,2,513.32,2,2,2,6
39,5,1183.7,3,3,3,9
565,1,91.8,1,1,1,3
184,5,417.61,2,3,2,7
1,6,2409.04,4,3,4,11
228,2,898.96,2,2,3,7
128,10,1471.51,2,4,3,9
40,4,782.37,3,3,2,8
31,12,3167.73,3,4,4,11
197,6,1126.66,2,3,3,8
9,51,20968.27,4,4,4,12
603,3,126.71000000000001,1,2,1,4
37,14,3841.16,3,4,4,11
64,4,1260.44,3,3,3,9
43,38,19528.78,3,4,4,11
563,2,614.34,1,2,2,5
618,1,253.88,1,1,1,3
50,3,842.41,3,2,2,7
43,2,614.89,3,2,2,7
53,4,1411.62,3,3,3,9
187,1,124.57,2,1,1,4
334,1,332.41,2,1,2,5
4,3,342.45,4,2,2,8
10,2,144.91000000000003,4,2,1,7
731,1,-67.5,1,1,1,3
417,2,1408.96,1,2,3,6
24,2,328.4,4,2,2,8
15,3,358.49,4,2,2,8
443,1,352.8,1,1,2,4
366,16,4431.63,2,4,4,10
106,10,1657.74,2,4,3,9
453,4,1593.67,1,3,3,7
60,6,902.37,3,3,3,9
547,4,662.33,1,3,2,6
29,5,977.07,3,3,3,9
434,2,409.25,1,2,2,5
402,1,130.95,1,1,1,3
141,3,207.73999999999998,2,2,1,5
690,1,76.74000000000001,1,1,1,3
394,3,393.39,1,2,2,5
23,5,805.62,4,3,2,9
469,1,450.15999999999997,1,1,2,4
22,7,2761.4900000000002,4,3,4,11
77,6,1213.13,3,3,3,9
5,17,14547.03,4,4,4,12
379,1,217.74,2,1,1,4
64,20,4053.2,3,4,4,11
404,1,136.01,1,1,1,3
12,6,853.72,4,3,3,10
25,2,0.0,4,2,1,7
420,2,-140.95999999999998,1,2,1,4
31,8,1840.86,3,4,3,10
67,1,432.0,3,1,2,6
67,3,705.12,3,2,2,7
187,20,2386.64,2,4,4,10
38,4,1073.92,3,3,3,9
15,4,710.74,4,3,2,9
445,2,0.0,1,2,1,4
35,3,660.72,3,2,2,7
401,3,437.15,1,2,2,5
195,6,2530.9,2,3,4,9
477,3,285.41,1,2,1,4
2,11,2056.82,4,4,3,11
1,9,733.4,4,4,2,10
367,2,401.77,2,2,2,6
502,5,1282.36,1,3,3,7
65,5,1121.42,3,3,3,9
555,1,103.95,1,1,1,3
299,3,213.03,2,2,1,5
26,6,887.67,3,3,3,9
8,8,1721.02,4,4,3,11
12,5,187.6900000000001,4,3,1,8
729,1,204.26,1,1,1,3
116,1,1706.88,2,1,3,6
29,4,1029.98,3,3,3,9
4,21,5132.37,4,4,4,12
5,20,5004.5,4,4,4,12
82,7,1448.8,3,3,3,9
29,9,1707.9,3,4,3,10
722,2,153.59,1,2,1,4
64,2,364.14,3,2,2,7
4,8,1510.06,4,4,3,11
627,3,251.35,1,2,1,4
23,18,4433.6,4,4,4,12
290,3,423.90999999999997,2,2,2,6
36,1,208.46,3,1,1,5
9,11,1543.18,4,4,3,11
24,4,1123.4,4,3,3,10
277,3,1848.88,2,2,3,7
50,19,3138.06,3,4,4,11
156,28,5053.81,2,4,4,10
411,1,355.45,1,1,2,4
61,3,446.67,3,2,2,7
573,1,611.08,1,1,2,4
12,41,12793.380000000001,4,4,4,12
21,4,739.5,4,3,2,9
540,1,125.65,1,1,1,3
371,6,1410.4,2,3,3,8
116,3,543.05,2,2,2,6
80,33,3993.58,3,4,4,11
4,7,1295.39,4,3,3,10
26,3,380.55,3,2,2,7
5,23,5233.62,4,4,4,12
53,3,440.71,3,2,2,7
1,16,3099.6,4,4,4,12
55,7,2090.7400000000002,3,3,3,9
382,3,535.1,1,2,2,5
26,2,551.17,3,2,2,7
499,1,202.1,1,1,1,3
9,10,6209.93,4,4,4,12
489,3,449.0,1,2,2,5
52,11,6245.41,3,4,4,11
612,1,33.0,1,1,1,3
13,10,1894.11,4,4,3,11
212,7,816.73,2,3,2,7
610,1,101.36,1,1,1,3
22,35,8530.66,4,4,4,12
383,6,1199.54,1,3,3,7
236,10,896.73,2,4,3,9
139,7,868.77,2,3,3,8
4,7,1161.27,4,3,3,10
57,12,3725.19,3,4,4,11
123,4,1262.75,2,3,3,8
109,5,798.78,2,3,2,7
30,1,20.8,3,1,1,5
1,21,6037.33,4,4,4,12
185,9,1261.16,2,4,3,9
9,2,292.34,4,2,1,7
239,2,416.64,2,2,2,6
435,1,809.44,1,1,2,4
87,1,117.35000000000001,3,1,1,5
39,9,2021.98,3,4,3,10
116,6,773.01,2,3,2,7
410,1,251.04,1,1,1,3
187,1,110.55000000000001,2,1,1,4
733,2,207.85,1,2,1,4
227,1,201.19,2,1,1,4
8,10,2148.47,4,4,3,11
189,1,319.02,2,1,1,4
4,2,439.43,4,2,2,8
39,3,650.41,3,2,2,7
626,1,71.4,1,1,1,3
3,2,232.20999999999998,4,2,1,7
383,2,786.25,1,2,2,5
386,1,127.0,1,1,1,3
523,2,365.5,1,2,2,5
414,5,902.4200000000001,1,3,3,7
267,1,251.51999999999998,2,1,1,4
395,4,496.0,1,3,2,6
78,3,768.88,3,2,2,7
4,12,2787.09,4,4,4,12
255,3,1473.3300000000002,2,2,3,7
540,1,-4620.86,1,1,1,3
61,1,384.06,3,1,2,6
13,12,3699.17,4,4,4,12
78,19,10599.42,3,4,4,11
17,26,10545.76,4,4,4,12
30,11,4888.75,3,4,4,11
3,12,2524.0,4,4,4,12
5,2,382.67,4,2,2,8
7,6,1133.25,4,3,3,10
219,2,344.0,2,2,2,6
421,1,1041.21,1,1,3,5
11,15,5460.1,4,4,4,12
463,3,1688.15,1,2,3,6
626,1,-779.32,1,1,1,3
372,1,-2.5,2,1,1,4
30,13,2044.16,3,4,3,10
288,3,702.0,2,2,2,6
150,7,394.02000000000004,2,3,2,7
23,2,484.82,4,2,2,8
396,2,406.3,1,2,2,5
1,19,6640.8,4,4,4,12
73,8,2565.6,3,4,4,11
402,4,830.16,1,3,2,6
46,4,2425.16,3,3,4,10
471,3,732.41,1,2,2,5
5,8,1636.32,4,4,3,11
51,8,1107.6,3,4,3,10
429,1,81.36,1,1,1,3
551,1,242.06,1,1,1,3
17,2,185.46,4,2,1,7
30,4,536.7,3,3,2,8
725,1,384.16,1,1,2,4
603,2,-3224.76,1,2,1,4
8,4,565.58,4,3,2,9
29,3,1842.56,3,2,3,8
577,1,552.4,1,1,2,4
3,41,8087.41,4,4,4,12
41,6,2287.7,3,3,4,10
11,13,3951.5,4,4,4,12
542,2,935.62,1,2,3,6
442,6,1182.22,1,3,3,7
31,2,260.0,3,2,1,6
417,3,800.18,1,2,2,5
45,3,95.85,3,2,1,6
61,5,1510.6399999999999,3,3,3,9
185,3,208.98,2,2,1,5
79,10,1285.41,3,4,3,10
581,3,1593.83,1,2,3,6
111,7,2137.3,2,3,3,8
64,1,146.87,3,1,1,5
12,6,2773.85,4,3,4,11
442,13,2150.06,1,4,3,8
86,4,1332.79,3,3,3,9
16,7,1239.32,4,3,3,10
246,5,568.39,2,3,2,7
383,1,176.9,1,1,1,3
78,2,1253.22,3,2,3,8
30,2,743.17,3,2,2,7
604,1,1954.99,1,1,3,5
138,2,463.25,2,2,2,6
27,7,1670.48,3,3,3,9
3,5,1044.3799999999999,4,3,3,10
32,8,2616.55,3,4,4,11
9,16,11867.6,4,4,4,12
113,5,827.6800000000001,2,3,2,7
157,5,1906.07,2,3,3,8
85,6,2289.23,3,3,4,10
115,11,1991.45,2,4,3,9
3,25,9593.78,4,4,4,12
96,12,4391.66,3,4,4,11
194,4,714.39,2,3,2,7
28,1,413.75,3,1,2,6
129,2,496.38,2,2,2,6
28,6,1353.83,3,3,3,9
446,1,239.55,1,1,1,3
738,1,128.60000000000002,1,1,1,3
596,1,294.74,1,1,1,3
82,3,1179.89,3,2,3,8
30,10,5584.83,3,4,4,11
266,1,234.24,2,1,1,4
74,12,5116.13,3,4,4,11
314,7,1204.32,2,3,3,8
9,23,3576.88,4,4,4,12
59,3,859.35,3,2,3,8
143,3,82.35,2,2,1,5
726,1,228.34,1,1,1,3
725,3,454.54,1,2,2,5
12,49,9126.43,4,4,4,12
28,21,5718.4,3,4,4,11
114,2,445.32,2,2,2,6
9,20,3738.45,4,4,4,12
625,1,282.05,1,1,1,3
18,4,1446.09,4,3,3,10
563,1,203.05,1,1,1,3
18,11,2221.38,4,4,4,12
36,6,1242.75,3,3,3,9
578,1,306.0,1,1,1,3
36,2,378.2,3,2,2,7
78,1,118.80000000000001,3,1,1,5
22,8,955.41,4,4,3,11
25,6,964.39,4,3,3,10
33,6,4732.03,3,3,4,10
109,11,4035.08,2,4,4,10
35,4,5199.72,3,3,4,10
123,32,7757.41,2,4,4,10
7,6,2050.08,4,3,3,10
738,1,221.53,1,1,1,3
28,4,1991.01,3,3,3,9
386,1,128.45,1,1,1,3
4,15,3055.94,4,4,4,12
3,23,7777.5,4,4,4,12
50,14,5563.31,3,4,4,11
593,1,235.88,1,1,1,3
318,3,370.40000000000003,2,2,2,6
22,12,2312.59,4,4,4,12
9,17,3690.83,4,4,4,12
2,10,1323.95,4,4,3,11
382,3,591.0699999999999,1,2,2,5
533,1,582.17,1,1,2,4
18,2,971.74,4,2,3,9
10,7,2507.05,4,3,4,11
262,1,25.5,2,1,1,4
722,1,424.3,1,1,2,4
424,1,474.03,1,1,2,4
159,2,665.78,2,2,2,6
389,1,491.23,1,1,2,4
33,13,15616.82,3,4,4,11
664,1,174.95,1,1,1,3
29,10,1280.1,3,4,3,10
165,3,510.7,2,2,2,6
47,2,476.58,3,2,2,7
503,1,205.17,1,1,1,3
505,8,2109.16,1,4,3,8
6,10,747.22,4,4,2,10
8,13,2616.29,4,4,4,12
648,1,389.78,1,1,2,4
288,1,116.19999999999999,2,1,1,4
318,1,157.02,2,1,1,4
3,3,593.61,4,2,2,8
233,1,307.46,2,1,1,4
403,1,314.74,1,1,1,3
119,4,570.5,2,3,2,7
162,3,977.17,2,2,3,7
185,1,298.89,2,1,1,4
50,1,259.35,3,1,1,5
152,11,2057.54,2,4,3,9
429,5,1155.0300000000002,1,3,3,7
335,1,157.09,2,1,1,4
520,1,31.85,1,1,1,3
682,1,-18.38,1,1,1,3
5,5,2463.17,4,3,4,11
452,2,1272.8,1,2,3,6
16,13,12972.09,4,4,4,12
107,3,637.1,2,2,2,6
16,11,1943.24,4,4,3,11
662,1,231.68,1,1,1,3
416,6,1133.63,1,3,3,7
276,7,4417.27,2,3,4,9
16,29,19491.61,4,4,4,12
247,1,465.32,2,1,2,5
418,4,754.33,1,3,2,6
239,4,1283.75,2,3,3,8
417,2,924.11,1,2,3,6
1,2,984.57,4,2,3,9
465,7,3014.64,1,3,4,8
106,16,5795.99,2,4,4,10
23,16,3069.15,4,4,4,12
52,1,124.88,3,1,1,5
451,1,143.10000000000002,1,1,1,3
377,6,1375.65,2,3,3,8
735,1,231.90000000000003,1,1,1,3
195,5,1830.5,2,3,3,8
24,1,213.78,4,1,1,6
75,1,329.34,3,1,2,6
18,7,892.46,4,3,3,10
484,2,572.07,1,2,2,5
8,20,5139.45,4,4,4,12
32,6,1962.3,3,3,3,9
22,6,2095.44,4,3,3,10
31,18,10201.36,3,4,4,11
444,1,856.01,1,1,3,5
29,11,1707.21,3,4,3,10
22,4,699.78,4,3,2,9
33,8,2466.4,3,4,4,11
284,8,1783.63,2,4,3,9
39,3,189.49,3,2,1,6
380,3,867.11,2,2,3,7
499,1,400.2,1,1,2,4
50,6,1129.8799999999999,3,3,3,9
374,3,118.98,2,2,1,5
289,2,384.59,2,2,2,6
75,6,910.99,3,3,3,9
5,9,3755.65,4,4,4,12
218,1,59.9,2,1,1,4
44,5,1430.94,3,3,3,9
202,3,902.3199999999999,2,2,3,7
505,1,119.5,1,1,1,3
731,1,436.71,1,1,2,4
178,6,1507.26,2,3,3,8
56,14,2236.33,3,4,4,11
57,3,465.37,3,2,2,7
423,2,321.3,1,2,1,4
8,8,3286.9100000000003,4,4,4,12
569,2,198.41000000000003,1,2,1,4
592,3,229.46,1,2,1,4
47,2,144.0,3,2,1,6
227,2,467.71,2,2,2,6
11,17,4361.83,4,4,4,12
106,5,957.63,2,3,3,8
59,8,1548.04,3,4,3,10
28,16,4810.55,3,4,4,11
536,1,77.83,1,1,1,3
36,12,2254.6,3,4,4,11
274,3,812.5,2,2,2,6
655,1,562.98,1,1,2,4
428,1,352.9,1,1,2,4
30,1,1013.01,3,1,3,7
24,3,1213.88,4,2,3,9
582,1,145.12,1,1,1,3
387,4,356.71,1,3,2,6
54,5,1226.44,3,3,3,9
421,1,160.65,1,1,1,3
36,10,5575.88,3,4,4,11
169,15,5263.69,2,4,4,10
54,3,999.35,3,2,3,8
53,1,204.24,3,1,1,5
652,1,303.21999999999997,1,1,1,3
396,1,115.35,1,1,1,3
649,3,611.6,1,2,2,5
393,1,253.37,1,1,1,3
27,15,4002.1,3,4,4,11
253,3,794.41,2,2,2,6
40,20,5078.93,3,4,4,11
60,7,984.12,3,3,3,9
464,1,186.15,1,1,1,3
554,1,65.05,1,1,1,3
234,2,218.0,2,2,1,5
4,18,4192.68,4,4,4,12
32,2,259.13,3,2,1,6
24,21,4481.75,4,4,4,12
7,5,978.52,4,3,3,10
65,6,1605.01,3,3,3,9
310,3,873.53,2,2,3,7
501,1,100.86,1,1,1,3
582,1,131.15,1,1,1,3
309,3,900.12,2,2,3,7
19,12,2022.03,4,4,3,11
16,13,3177.24,4,4,4,12
96,2,318.76,3,2,1,6
264,23,9695.91,2,4,4,10
12,35,7091.07,4,4,4,12
3,2,421.52,4,2,2,8
35,3,560.86,3,2,2,7
183,1,149.89000000000001,2,1,1,4
25,8,1904.8799999999999,4,4,3,11
13,12,1929.26,4,4,3,11
11,4,1002.08,4,3,3,10
3,32,7783.1,4,4,4,12
313,6,1174.15,2,3,3,8
596,1,130.6,1,1,1,3
385,12,2744.14,1,4,4,9
108,5,2889.28,2,3,4,9
1,80,20709.21,4,4,4,12
53,5,1826.04,3,3,3,9
205,2,371.63,2,2,2,6
547,2,38.92,1,2,1,4
15,1,282.19,4,1,1,6
120,2,546.16,2,2,2,6
429,1,68.03,1,1,1,3
4,2,384.52,4,2,2,8
363,4,803.73,2,3,2,7
117,2,353.86,2,2,2,6
18,1,178.26,4,1,1,6
5,3,470.73,4,2,2,8
41,4,799.13,3,3,2,8
107,5,498.93,2,3,2,7
436,2,192.73,1,2,1,4
397,2,417.3,1,2,2,5
148,6,1889.34,2,3,3,8
411,1,120.95,1,1,1,3
510,1,230.44,1,1,1,3
52,11,2757.62,3,4,4,11
208,1,63.440000000000005,2,1,1,4
424,1,279.59,1,1,1,3
139,2,562.9,2,2,2,6
2,5,517.73,4,3,2,9
127,2,317.62,2,2,1,5
108,11,1733.8899999999999,2,4,3,9
386,1,537.46,1,1,2,4
469,2,604.4,1,2,2,5
736,1,210.39,1,1,1,3
42,5,2144.53,3,3,3,9
424,1,141.12,1,1,1,3
35,2,577.38,3,2,2,7
383,1,114.52,1,1,1,3
400,2,451.34000000000003,1,2,2,5
228,2,1065.3500000000001,2,2,3,7
241,2,271.24,2,2,1,5
58,1,187.82999999999998,3,1,1,5
438,1,118.85999999999999,1,1,1,3
374,6,797.8499999999999,2,3,2,7
130,5,2339.66,2,3,4,9
379,1,188.46,2,1,1,4
60,11,2328.22,3,4,4,11
628,2,428.34,1,2,2,5
22,3,395.48,4,2,2,8
26,23,4095.71,3,4,4,11
9,11,2499.98,4,4,4,12
32,11,2069.89,3,4,3,10
4,8,1501.44,4,4,3,11
308,1,550.8000000000001,2,1,2,5
472,2,271.75,1,2,1,4
8,17,3774.23,4,4,4,12
